"table","column","property","type","nullable","status","table_purpose","assessment","schema","introduced_in","read_evidence","write_evidence","review_evidence","database_dependencies"
"entity_obligations","registration_id","registrationId","text","true","ACTIVE","Entity compliance work, recurrence, assignments and linked matters.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-obligations.ts:22","0082_great_betty_ross","apps/api/src/modules/entities/obligation-routes.ts:110; apps/api/src/modules/entities/obligation-routes.ts:123; apps/api/src/modules/entities/obligation-routes.ts:125","apps/api/src/modules/entities/obligation-routes.ts:394","apps/api/src/modules/entities/obligation-routes.ts:110; apps/api/src/modules/entities/obligation-routes.ts:123; apps/api/src/modules/entities/obligation-routes.ts:125","index:entity_obligations_registration_idx; foreign_key:entity_obligations_registration_id_entity_registrations_id_fk"
"entity_obligations","recurrence_months","recurrenceMonths","integer","true","ACTIVE","Entity compliance work, recurrence, assignments and linked matters.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-obligations.ts:27","0082_great_betty_ross","apps/api/src/modules/entities/obligation-routes.ts:130; apps/api/src/modules/entities/obligation-routes.ts:555; apps/api/src/modules/entities/obligation-routes.ts:562; apps/api/src/modules/entities/obligation-routes.ts:564","apps/api/src/modules/entities/obligation-routes.ts:395","apps/api/src/modules/entities/obligation-routes.ts:130; apps/api/src/modules/entities/obligation-routes.ts:555; apps/api/src/modules/entities/obligation-routes.ts:562; apps/api/src/modules/entities/obligation-routes.ts:564","check:entity_obligations_recurrence_months_check"
"entity_obligations","next_due_on","nextDueOn","date","false","ACTIVE","Entity compliance work, recurrence, assignments and linked matters.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-obligations.ts:28","0082_great_betty_ross","apps/api/src/pipeline/morning-round.ts:710; apps/api/src/pipeline/morning-round.ts:719; apps/api/src/modules/entities/obligation-routes.ts:277; apps/api/src/modules/entities/obligation-routes.ts:290; apps/api/src/modules/entities/obligation-routes.ts:293","apps/api/src/modules/entities/obligation-routes.ts:396; apps/api/src/modules/entities/obligation-routes.ts:568","apps/api/src/pipeline/morning-round.ts:710; apps/api/src/pipeline/morning-round.ts:719; apps/api/src/modules/entities/obligation-routes.ts:277; apps/api/src/modules/entities/obligation-routes.ts:290","index:entity_obligations_entity_due_idx; index:entity_obligations_assignee_due_idx"
"entity_obligations","assignee_id","assigneeId","text","true","ACTIVE","Entity compliance work, recurrence, assignments and linked matters.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-obligations.ts:31","0082_great_betty_ross","apps/api/src/pipeline/morning-round.ts:711; apps/api/src/modules/entities/obligation-routes.ts:111; apps/api/src/modules/entities/obligation-routes.ts:285; apps/api/src/modules/entities/obligation-routes.ts:287; apps/api/src/modules/home/sections/obligations.ts:63","apps/api/src/modules/entities/obligation-routes.ts:397","apps/api/src/pipeline/morning-round.ts:711; apps/api/src/modules/entities/obligation-routes.ts:111; apps/api/src/modules/entities/obligation-routes.ts:285; apps/api/src/modules/entities/obligation-routes.ts:287","index:entity_obligations_assignee_due_idx; foreign_key:entity_obligations_assignee_id_users_id_fk"
"entity_obligations","note","note","text","true","ACTIVE","Entity compliance work, recurrence, assignments and linked matters.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-obligations.ts:33","0082_great_betty_ross","apps/api/src/modules/entities/obligation-routes.ts:139","apps/api/src/modules/entities/obligation-routes.ts:398","apps/api/src/modules/entities/obligation-routes.ts:139",""
"entity_obligations","matter_id","matterId","text","true","ACTIVE","Entity compliance work, recurrence, assignments and linked matters.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-obligations.ts:35","0082_great_betty_ross","apps/api/src/modules/entities/obligation-routes.ts:112; apps/api/src/modules/entities/obligation-routes.ts:140; apps/api/src/modules/entities/obligation-routes.ts:142","apps/api/src/modules/entities/obligation-routes.ts:399","apps/api/src/modules/entities/obligation-routes.ts:112; apps/api/src/modules/entities/obligation-routes.ts:140; apps/api/src/modules/entities/obligation-routes.ts:142","index:entity_obligations_matter_idx; foreign_key:entity_obligations_matter_id_matters_id_fk"
"entity_obligations","completed_on","completedOn","date","true","ACTIVE","Entity compliance work, recurrence, assignments and linked matters.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-obligations.ts:38","0082_great_betty_ross","apps/api/src/pipeline/morning-round.ts:717; apps/api/src/modules/entities/obligation-routes.ts:277; apps/api/src/modules/entities/obligation-routes.ts:297; apps/api/src/modules/entities/routes.ts:218; apps/api/src/modules/entities/routes.ts:227","apps/api/src/modules/entities/obligation-routes.ts:559","apps/api/src/pipeline/morning-round.ts:717; apps/api/src/modules/entities/obligation-routes.ts:277; apps/api/src/modules/entities/obligation-routes.ts:297; apps/api/src/modules/entities/routes.ts:218",""
"entity_obligations","created_at","createdAt","timestamp with time zone","false","ACTIVE","Entity compliance work, recurrence, assignments and linked matters.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-obligations.ts:39","0082_great_betty_ross","apps/api/src/modules/entities/obligation-routes.ts:148","","apps/api/src/modules/entities/obligation-routes.ts:148",""
"entity_obligations","updated_at","updatedAt","timestamp with time zone","false","ACTIVE","Entity compliance work, recurrence, assignments and linked matters.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-obligations.ts:40","0082_great_betty_ross","apps/api/src/modules/entities/obligation-routes.ts:149","apps/api/src/modules/entities/obligation-routes.ts:458; apps/api/src/modules/entities/obligation-routes.ts:559; apps/api/src/modules/entities/obligation-routes.ts:568","apps/api/src/modules/entities/obligation-routes.ts:149",""
"entity_officers","id","id","text","false","ACTIVE","Officer appointments, resignation dates and optional internal user link.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-officers.ts:13","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:75; apps/api/src/modules/entities/record-routes.ts:82; apps/api/src/modules/entities/record-routes.ts:255; apps/api/src/modules/entities/record-routes.ts:304; apps/api/src/modules/entities/record-routes.ts:358","","apps/api/src/modules/entities/record-routes.ts:75; apps/api/src/modules/entities/record-routes.ts:82; apps/api/src/modules/entities/record-routes.ts:255; apps/api/src/modules/entities/record-routes.ts:304","foreign_key:entity_officers_entity_id_entities_id_fk; foreign_key:entity_officers_officer_role_id_officer_roles_id_fk; foreign_key:entity_officers_user_id_users_id_fk; primary_key:entity_officers_pkey"
"entity_officers","entity_id","entityId","text","false","ACTIVE","Officer appointments, resignation dates and optional internal user link.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-officers.ts:14","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:83; apps/api/src/modules/entities/record-routes.ts:206; apps/api/src/modules/entities/record-routes.ts:305; apps/api/src/modules/entities/record-routes.ts:399","apps/api/src/modules/entities/record-routes.ts:248","apps/api/src/modules/entities/record-routes.ts:83; apps/api/src/modules/entities/record-routes.ts:206; apps/api/src/modules/entities/record-routes.ts:305; apps/api/src/modules/entities/record-routes.ts:399","index:entity_officers_entity_idx; foreign_key:entity_officers_entity_id_entities_id_fk"
"entity_officers","name","name","text","false","ACTIVE","Officer appointments, resignation dates and optional internal user link.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-officers.ts:17","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:84; apps/api/src/modules/entities/record-routes.ts:313; apps/api/src/modules/entities/record-routes.ts:314; apps/api/src/modules/entities/record-routes.ts:315; apps/api/src/modules/entities/record-routes.ts:367","apps/api/src/modules/entities/record-routes.ts:249","apps/api/src/modules/entities/record-routes.ts:84; apps/api/src/modules/entities/record-routes.ts:313; apps/api/src/modules/entities/record-routes.ts:314; apps/api/src/modules/entities/record-routes.ts:315","index:entity_officers_entity_idx; index:entity_officers_role_idx; index:entity_officers_user_idx; foreign_key:entity_officers_entity_id_entities_id_fk; foreign_key:entity_officers_officer_role_id_officer_roles_id_fk; foreign_key:entity_officers_user_id_users_id_fk"
"entity_officers","officer_role_id","officerRoleId","text","false","ACTIVE","Officer appointments, resignation dates and optional internal user link.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-officers.ts:18","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:85; apps/api/src/modules/entities/record-routes.ts:97; apps/api/src/modules/entities/record-routes.ts:395; apps/api/src/modules/officer-roles/usage.ts:10; apps/api/src/modules/officer-roles/usage.ts:12","apps/api/src/modules/entities/record-routes.ts:250; apps/api/src/modules/officer-roles/usage.ts:20","apps/api/src/modules/entities/record-routes.ts:85; apps/api/src/modules/entities/record-routes.ts:97; apps/api/src/modules/entities/record-routes.ts:395; apps/api/src/modules/officer-roles/usage.ts:10","index:entity_officers_role_idx; foreign_key:entity_officers_officer_role_id_officer_roles_id_fk"
"entity_officers","appointed_on","appointedOn","date","true","ACTIVE","Officer appointments, resignation dates and optional internal user link.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-officers.ts:22","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:87; apps/api/src/modules/entities/record-routes.ts:212; apps/api/src/modules/entities/record-routes.ts:328; apps/api/src/modules/entities/record-routes.ts:330; apps/api/src/modules/entities/record-routes.ts:331","apps/api/src/modules/entities/record-routes.ts:251","apps/api/src/modules/entities/record-routes.ts:87; apps/api/src/modules/entities/record-routes.ts:212; apps/api/src/modules/entities/record-routes.ts:328; apps/api/src/modules/entities/record-routes.ts:330",""
"entity_officers","resigned_on","resignedOn","date","true","ACTIVE","Officer appointments, resignation dates and optional internal user link.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-officers.ts:24","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:88; apps/api/src/modules/entities/record-routes.ts:207; apps/api/src/modules/entities/record-routes.ts:211; apps/api/src/modules/entities/record-routes.ts:335; apps/api/src/modules/entities/record-routes.ts:337","apps/api/src/modules/entities/record-routes.ts:252","apps/api/src/modules/entities/record-routes.ts:88; apps/api/src/modules/entities/record-routes.ts:207; apps/api/src/modules/entities/record-routes.ts:211; apps/api/src/modules/entities/record-routes.ts:335","index:entity_officers_entity_idx"
"entity_officers","user_id","userId","text","true","ACTIVE","Officer appointments, resignation dates and optional internal user link.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-officers.ts:27","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:98; apps/api/src/modules/entities/record-routes.ts:340; apps/api/src/modules/entities/record-routes.ts:344; apps/api/src/modules/entities/record-routes.ts:346","apps/api/src/modules/entities/record-routes.ts:253","apps/api/src/modules/entities/record-routes.ts:98; apps/api/src/modules/entities/record-routes.ts:340; apps/api/src/modules/entities/record-routes.ts:344; apps/api/src/modules/entities/record-routes.ts:346","index:entity_officers_user_idx; foreign_key:entity_officers_user_id_users_id_fk"
"entity_officers","created_at","createdAt","timestamp with time zone","false","ACTIVE","Officer appointments, resignation dates and optional internal user link.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-officers.ts:28","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:93; apps/api/src/modules/entities/record-routes.ts:213","","apps/api/src/modules/entities/record-routes.ts:93; apps/api/src/modules/entities/record-routes.ts:213","index:entity_officers_entity_idx"
"entity_officers","updated_at","updatedAt","timestamp with time zone","false","ACTIVE","Officer appointments, resignation dates and optional internal user link.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-officers.ts:29","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:94","apps/api/src/modules/entities/record-routes.ts:357","apps/api/src/modules/entities/record-routes.ts:94",""
"entity_registrations","id","id","text","false","ACTIVE","Jurisdiction-specific registrations and agents.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-registrations.ts:15","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:527; apps/api/src/modules/entities/record-routes.ts:559; apps/api/src/modules/entities/record-routes.ts:594; apps/api/src/modules/entities/record-routes.ts:601; apps/api/src/modules/entities/obligation-routes.ts:110","","apps/api/src/modules/entities/record-routes.ts:527; apps/api/src/modules/entities/record-routes.ts:559; apps/api/src/modules/entities/record-routes.ts:594; apps/api/src/modules/entities/record-routes.ts:601","foreign_key:entity_registrations_entity_id_entities_id_fk; primary_key:entity_registrations_pkey"
"entity_registrations","entity_id","entityId","text","false","ACTIVE","Jurisdiction-specific registrations and agents.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-registrations.ts:16","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:443; apps/api/src/modules/entities/record-routes.ts:528; apps/api/src/modules/entities/record-routes.ts:595; apps/api/src/modules/entities/obligation-routes.ts:185","apps/api/src/modules/entities/record-routes.ts:475","apps/api/src/modules/entities/record-routes.ts:443; apps/api/src/modules/entities/record-routes.ts:528; apps/api/src/modules/entities/record-routes.ts:595; apps/api/src/modules/entities/obligation-routes.ts:185","index:entity_registrations_entity_idx; foreign_key:entity_registrations_entity_id_entities_id_fk"
"entity_registrations","jurisdiction","jurisdiction","text","false","ACTIVE","Jurisdiction-specific registrations and agents.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-registrations.ts:19","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:445; apps/api/src/modules/entities/obligation-routes.ts:101; apps/api/src/modules/entities/record-routes.ts:490; apps/api/src/modules/entities/record-routes.ts:546; apps/api/src/modules/entities/record-routes.ts:548","apps/api/src/modules/entities/record-routes.ts:476","apps/api/src/modules/entities/record-routes.ts:445; apps/api/src/modules/entities/obligation-routes.ts:101; apps/api/src/modules/entities/record-routes.ts:490; apps/api/src/modules/entities/record-routes.ts:546",""
"entity_registrations","registration_number","registrationNumber","text","true","ACTIVE","Jurisdiction-specific registrations and agents.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-registrations.ts:21","0082_great_betty_ross","apps/api/src/modules/entities/obligation-routes.ts:102; apps/api/src/modules/entities/record-routes.ts:491; apps/api/src/modules/entities/record-routes.ts:611","apps/api/src/modules/entities/record-routes.ts:477","apps/api/src/modules/entities/obligation-routes.ts:102; apps/api/src/modules/entities/record-routes.ts:491; apps/api/src/modules/entities/record-routes.ts:611",""
"entity_registrations","registered_agent","registeredAgent","text","true","ACTIVE","Jurisdiction-specific registrations and agents.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-registrations.ts:23","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:492","apps/api/src/modules/entities/record-routes.ts:478","apps/api/src/modules/entities/record-routes.ts:492",""
"entity_registrations","status","status","text","false","ACTIVE","Jurisdiction-specific registrations and agents.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-registrations.ts:24","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:493; apps/api/src/modules/entities/record-routes.ts:551; apps/api/src/modules/entities/record-routes.ts:552; apps/api/src/modules/entities/record-routes.ts:553","apps/api/src/modules/entities/record-routes.ts:479","apps/api/src/modules/entities/record-routes.ts:493; apps/api/src/modules/entities/record-routes.ts:551; apps/api/src/modules/entities/record-routes.ts:552; apps/api/src/modules/entities/record-routes.ts:553","check:entity_registrations_status_check"
"entity_registrations","created_at","createdAt","timestamp with time zone","false","ACTIVE","Jurisdiction-specific registrations and agents.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-registrations.ts:25","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:446; apps/api/src/modules/entities/record-routes.ts:69","","apps/api/src/modules/entities/record-routes.ts:446; apps/api/src/modules/entities/record-routes.ts:69","index:entity_registrations_entity_idx"
"entity_registrations","updated_at","updatedAt","timestamp with time zone","false","ACTIVE","Jurisdiction-specific registrations and agents.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/entity-registrations.ts:26","0082_great_betty_ross","apps/api/src/modules/entities/record-routes.ts:70","apps/api/src/modules/entities/record-routes.ts:558","apps/api/src/modules/entities/record-routes.ts:70",""
"entity_type_fields","entity_type_id","typeId","text","false","ACTIVE_GENERIC","Entity Type field attachments, ordering and required-field validation.","Shared field-attachment routes and validation read/write the supplied join table; created_at breaks order ties.","packages/db/src/schema/entity-type-fields.ts:11","0082_great_betty_ross","","","apps/api/src/lib/custom-fields.ts:118; apps/api/src/lib/type-field-routes.ts:210","foreign_key:entity_type_fields_entity_type_id_entity_types_id_fk; primary_key:entity_type_fields_entity_type_id_field_id_pk"
"entity_type_fields","field_id","fieldId","text","false","ACTIVE_GENERIC","Entity Type field attachments, ordering and required-field validation.","Shared field-attachment routes and validation read/write the supplied join table; created_at breaks order ties.","packages/db/src/schema/helpers.ts:37","0082_great_betty_ross","","","apps/api/src/lib/custom-fields.ts:118; apps/api/src/lib/type-field-routes.ts:210","index:entity_type_fields_field_id_idx; foreign_key:entity_type_fields_field_id_fields_id_fk; primary_key:entity_type_fields_entity_type_id_field_id_pk"
"entity_type_fields","display_order","displayOrder","integer","false","ACTIVE_GENERIC","Entity Type field attachments, ordering and required-field validation.","Shared field-attachment routes and validation read/write the supplied join table; created_at breaks order ties.","packages/db/src/schema/helpers.ts:37","0082_great_betty_ross","","","apps/api/src/lib/custom-fields.ts:118; apps/api/src/lib/type-field-routes.ts:210",""
"entity_type_fields","is_required","isRequired","boolean","false","ACTIVE_GENERIC","Entity Type field attachments, ordering and required-field validation.","Shared field-attachment routes and validation read/write the supplied join table; created_at breaks order ties.","packages/db/src/schema/helpers.ts:37","0082_great_betty_ross","","","apps/api/src/lib/custom-fields.ts:118; apps/api/src/lib/type-field-routes.ts:210",""
"entity_type_fields","created_at","createdAt","timestamp with time zone","false","ACTIVE_GENERIC","Entity Type field attachments, ordering and required-field validation.","Shared field-attachment routes and validation read/write the supplied join table; created_at breaks order ties.","packages/db/src/schema/helpers.ts:37","0082_great_betty_ross","","","apps/api/src/lib/custom-fields.ts:118; apps/api/src/lib/type-field-routes.ts:210",""
"entity_types","id","id","text","false","ACTIVE","Configurable corporate Entity Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0014_entity_types","apps/api/src/modules/entities/holding-routes.ts:325; apps/api/src/modules/entities/routes.ts:271; apps/api/src/modules/entities/routes.ts:340; apps/api/src/modules/entities/routes.ts:451; apps/api/src/modules/entities/routes.ts:526","","apps/api/src/modules/entities/holding-routes.ts:325; apps/api/src/modules/entities/routes.ts:271; apps/api/src/modules/entities/routes.ts:340; apps/api/src/modules/entities/routes.ts:451","primary_key:entity_types_pkey"
"entity_types","slug","slug","text","false","ACTIVE","Configurable corporate Entity Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0014_entity_types","apps/api/src/modules/entities/routes.ts:452; apps/api/src/lib/taxonomy-routes.ts:256; apps/api/src/lib/taxonomy-routes.ts:363; apps/api/src/lib/taxonomy-routes.ts:562; apps/api/src/lib/taxonomy-routes.ts:574","","apps/api/src/modules/entities/routes.ts:452; apps/api/src/lib/taxonomy-routes.ts:256; apps/api/src/lib/taxonomy-routes.ts:363; apps/api/src/lib/taxonomy-routes.ts:562","index:entity_types_slug_unique"
"entity_types","display_name","displayName","text","false","ACTIVE","Configurable corporate Entity Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0014_entity_types","apps/api/src/modules/entities/holding-routes.ts:320; apps/api/src/modules/entities/routes.ts:239; apps/api/src/modules/entities/routes.ts:335; apps/api/src/modules/entities/routes.ts:453; apps/api/src/modules/entities/routes.ts:524","","apps/api/src/modules/entities/holding-routes.ts:320; apps/api/src/modules/entities/routes.ts:239; apps/api/src/modules/entities/routes.ts:335; apps/api/src/modules/entities/routes.ts:453",""
"entity_types","description","description","text","true","ACTIVE","Configurable corporate Entity Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0014_entity_types","apps/api/src/lib/taxonomy-routes.ts:258; apps/api/src/lib/taxonomy-routes.ts:504; apps/api/src/lib/taxonomy-routes.ts:532","","apps/api/src/lib/taxonomy-routes.ts:258; apps/api/src/lib/taxonomy-routes.ts:504; apps/api/src/lib/taxonomy-routes.ts:532",""
"entity_types","display_order","displayOrder","integer","false","ACTIVE","Configurable corporate Entity Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0014_entity_types","apps/api/src/modules/entities/routes.ts:457; apps/api/src/lib/taxonomy-routes.ts:259; apps/api/src/lib/taxonomy-routes.ts:619","","apps/api/src/modules/entities/routes.ts:457; apps/api/src/lib/taxonomy-routes.ts:259; apps/api/src/lib/taxonomy-routes.ts:619",""
"entity_types","is_system_default","isSystemDefault","boolean","false","REVIEW_API_ONLY","Configurable corporate Entity Types.","Seed provenance is serialized by the API. No shipped UI behavior or permission/default-selection rule consumes the flag; protected rows are identified by slug. Deprecate the response property before any removal.","packages/db/src/schema/helpers.ts:37","0014_entity_types","apps/api/src/lib/taxonomy-routes.ts:260","","apps/api/src/lib/taxonomy-routes.ts:254; apps/api/src/lib/taxonomy-routes.ts:363; apps/api/src/modules/contract-statuses/routes.ts:66; apps/api/src/modules/matter-statuses/routes.ts:48",""
"entity_types","archived_at","archivedAt","timestamp with time zone","true","ACTIVE","Configurable corporate Entity Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0014_entity_types","apps/api/src/modules/entities/routes.ts:456; apps/api/src/modules/entities/routes.ts:585; apps/api/src/modules/entities/routes.ts:732; apps/api/src/lib/taxonomy-routes.ts:261; apps/api/src/lib/taxonomy-routes.ts:680","","apps/api/src/modules/entities/routes.ts:456; apps/api/src/modules/entities/routes.ts:585; apps/api/src/modules/entities/routes.ts:732; apps/api/src/lib/taxonomy-routes.ts:261",""
"entity_types","created_at","createdAt","timestamp with time zone","false","ACTIVE","Configurable corporate Entity Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0014_entity_types","apps/api/src/modules/entities/routes.ts:457","","apps/api/src/modules/entities/routes.ts:457",""
"entity_types","updated_at","updatedAt","timestamp with time zone","false","PASSIVE_METADATA","Configurable corporate Entity Types.","Automatically refreshed by Drizzle. No application reader identified after projections and generic helpers were checked. Retained by schema timestamp convention; not proven functionally integral.","packages/db/src/schema/helpers.ts:37","0014_entity_types","","","packages/db/src/schema/helpers.ts:37; docs/decision-records/SCHEMA.md:18",""
"fields","id","id","text","false","ACTIVE","Custom-field catalog, type/options, audience tags and AI prompts.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/fields.ts:77","0010_fields","apps/api/src/lib/type-field-routes.ts:243; apps/api/src/lib/type-field-routes.ts:298; apps/api/src/lib/type-field-routes.ts:462; apps/api/src/lib/type-field-routes.ts:516; apps/api/src/lib/custom-fields.ts:126","","apps/api/src/lib/type-field-routes.ts:243; apps/api/src/lib/type-field-routes.ts:298; apps/api/src/lib/type-field-routes.ts:462; apps/api/src/lib/type-field-routes.ts:516","primary_key:fields_pkey"
"fields","slug","slug","text","false","ACTIVE","Custom-field catalog, type/options, audience tags and AI prompts.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/fields.ts:80","0010_fields","apps/api/src/lib/type-field-routes.ts:514; apps/api/src/lib/custom-fields.ts:127; apps/api/src/lib/analysis-targets.ts:39; apps/api/src/modules/entities/linked-records.ts:56; apps/api/src/modules/fields/routes.ts:320","apps/api/src/modules/fields/routes.ts:328","apps/api/src/lib/type-field-routes.ts:514; apps/api/src/lib/custom-fields.ts:127; apps/api/src/lib/analysis-targets.ts:39; apps/api/src/modules/entities/linked-records.ts:56","index:fields_slug_unique"
"fields","display_name","displayName","text","false","ACTIVE","Custom-field catalog, type/options, audience tags and AI prompts.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/fields.ts:81","0010_fields","apps/api/src/lib/custom-fields.ts:128; apps/api/src/modules/request-types/form-definition.ts:118; apps/api/src/lib/type-field-routes.ts:169; apps/api/src/lib/type-field-routes.ts:213; apps/api/src/lib/type-field-routes.ts:309","apps/api/src/modules/fields/routes.ts:329","apps/api/src/lib/custom-fields.ts:128; apps/api/src/modules/request-types/form-definition.ts:118; apps/api/src/lib/type-field-routes.ts:169; apps/api/src/lib/type-field-routes.ts:213",""
"fields","description","description","text","true","ACTIVE","Custom-field catalog, type/options, audience tags and AI prompts.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/fields.ts:84","0010_fields","apps/api/src/lib/custom-fields.ts:129; apps/api/src/modules/fields/routes.ts:94","apps/api/src/modules/fields/routes.ts:330","apps/api/src/lib/custom-fields.ts:129; apps/api/src/modules/fields/routes.ts:94",""
"fields","module_scope","moduleScope","text","false","ACTIVE","Custom-field catalog, type/options, audience tags and AI prompts.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/fields.ts:85","0010_fields","apps/api/src/lib/analysis-targets.ts:49; apps/api/src/modules/request-types/form-definition.ts:118; apps/api/src/modules/fields/routes.ts:267; apps/api/src/lib/type-field-routes.ts:215; apps/api/src/lib/type-field-routes.ts:305","apps/api/src/modules/fields/routes.ts:331; apps/api/src/modules/fields/routes.ts:481","apps/api/src/lib/analysis-targets.ts:49; apps/api/src/modules/request-types/form-definition.ts:118; apps/api/src/modules/fields/routes.ts:267; apps/api/src/lib/type-field-routes.ts:215","check:fields_module_scope_check"
"fields","field_type","fieldType","text","false","ACTIVE","Custom-field catalog, type/options, audience tags and AI prompts.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/fields.ts:86","0010_fields","apps/api/src/lib/custom-fields.ts:130; apps/api/src/lib/analysis-targets.ts:41; apps/api/src/modules/entities/linked-records.ts:55; apps/api/src/lib/type-field-routes.ts:168; apps/api/src/lib/type-field-routes.ts:214","apps/api/src/modules/fields/routes.ts:332","apps/api/src/lib/custom-fields.ts:130; apps/api/src/lib/analysis-targets.ts:41; apps/api/src/modules/entities/linked-records.ts:55; apps/api/src/lib/type-field-routes.ts:168","check:fields_field_type_check; check:fields_options_check"
"fields","options","options","jsonb","true","ACTIVE","Custom-field catalog, type/options, audience tags and AI prompts.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/fields.ts:89","0010_fields","apps/api/src/lib/custom-fields.ts:132; apps/api/src/lib/analysis-targets.ts:42; apps/api/src/modules/fields/routes.ts:97","apps/api/src/modules/fields/routes.ts:333","apps/api/src/lib/custom-fields.ts:132; apps/api/src/lib/analysis-targets.ts:42; apps/api/src/modules/fields/routes.ts:97","check:fields_options_check"
